shipment_id,customer_id,product_category,warehouse_block,mode_of_shipment,route,customer_care_calls,customer_rating,cost_of_product,prior_purchases,discount_offered,weight_in_gms,scheduled_days,actual_days,on_time_delivery,shipment_date
SHIP06987,CUST6178,Cosmetics,F,Ship,Kolkata-Delhi,2,1,398.3,5,4.2,4225,10,10,1,2023-07-14
SHIP06988,CUST2048,Home & Garden,A,Flight,Bangalore-Chennai,5,2,2254.47,3,44.9,3777,8,9,0,2023-11-10
SHIP06989,CUST6017,Fashion,A,Flight,Delhi-Bangalore,1,5,3012.4,8,8.5,6703,3,3,1,2023-02-28
SHIP06990,CUST5194,Fashion,F,Ship,Delhi-Bangalore,3,3,3718.28,2,40.4,1466,10,10,1,2023-03-19
SHIP06991,CUST3376,Books,B,Ship,Delhi-Bangalore,7,3,1148.9,0,60.7,4844,10,9,1,2023-03-31
SHIP06992,CUST5665,Sporting Goods,C,Flight,Mumbai-Chennai,3,1,4557.17,1,12.9,4669,5,5,1,2023-03-17
SHIP06993,CUST9828,Cosmetics,A,Flight,Mumbai-Chennai,3,5,158.82,5,30.4,2472,7,11,0,2023-10-06
SHIP06994,CUST5157,Home & Garden,F,Ship,Delhi-Mumbai,5,5,2643.04,2,51.7,2613,8,13,0,2023-03-20
SHIP06995,CUST4378,Books,B,Road,Delhi-Bangalore,7,2,1292.76,0,5.5,4402,5,4,1,2023-06-28
SHIP06996,CUST3815,Cosmetics,C,Flight,Kolkata-Delhi,1,5,2621.01,7,33.9,2039,4,9,0,2023-07-12
SHIP06997,CUST5958,Cosmetics,A,Flight,Delhi-Mumbai,2,2,2491.61,3,0.6,1433,4,3,1,2023-04-25
SHIP06998,CUST3683,Sporting Goods,C,Flight,Delhi-Bangalore,4,2,490.1,7,41.7,2930,6,9,0,2023-12-07
SHIP06999,CUST9775,Home & Garden,D,Flight,Delhi-Bangalore,6,4,119.12,3,14.0,4085,10,9,1,2023-04-24
SHIP07000,CUST6649,Sporting Goods,F,Road,Hyderabad-Pune,5,1,3940.3,7,41.5,1117,3,5,0,2023-04-10
SHIP07001,CUST8494,Home & Garden,A,Road,Delhi-Mumbai,1,3,1296.35,2,56.4,4557,5,5,1,2023-02-21
SHIP07002,CUST7683,Home & Garden,B,Ship,Delhi-Mumbai,7,1,4769.53,8,47.0,3559,5,5,1,2023-10-23
SHIP07003,CUST4168,Fashion,C,Ship,Hyderabad-Pune,1,2,3038.45,6,49.3,4290,7,9,0,2023-02-12
SHIP07004,CUST6327,Fashion,D,Road,Delhi-Mumbai,7,2,3350.14,1,60.8,5250,3,5,0,2023-04-03
SHIP07005,CUST9612,Cosmetics,D,Flight,Kolkata-Delhi,1,1,248.03,0,44.2,2986,7,10,0,2023-08-20
SHIP07006,CUST1173,Cosmetics,D,Ship,Mumbai-Chennai,7,4,1143.25,6,39.2,4521,6,10,0,2023-03-24
SHIP07007,CUST2373,Cosmetics,F,Ship,Mumbai-Chennai,5,2,3966.2,1,1.1,1091,5,8,0,2023-06-14
SHIP07008,CUST8077,Cosmetics,C,Road,Delhi-Mumbai,6,5,986.3,7,14.9,5010,6,11,0,2023-08-08
SHIP07009,CUST8378,Books,F,Road,Delhi-Bangalore,1,3,4448.17,3,26.4,4870,10,13,0,2023-11-09
SHIP07010,CUST6512,Sporting Goods,D,Road,Mumbai-Chennai,5,4,3531.26,2,23.7,3418,7,11,0,2023-09-22
SHIP07011,CUST9805,Cosmetics,B,Ship,Mumbai-Chennai,7,1,3816.47,2,38.6,5727,7,7,1,2023-04-24
SHIP07012,CUST7903,Books,F,Road,Kolkata-Delhi,2,1,572.67,3,31.8,5947,4,3,1,2023-10-21
SHIP07013,CUST9842,Cosmetics,B,Ship,Kolkata-Delhi,4,5,4403.51,2,13.0,3305,9,10,0,2023-09-14
SHIP07014,CUST9412,Fashion,D,Road,Hyderabad-Pune,6,3,3396.5,0,3.9,1234,5,8,0,2023-02-11
SHIP07015,CUST2639,Fashion,A,Road,Delhi-Bangalore,3,3,2076.84,3,12.9,2390,6,9,0,2023-01-08
SHIP07016,CUST6584,Sporting Goods,F,Road,Bangalore-Chennai,2,4,3770.01,0,59.2,2862,10,10,1,2023-10-20
SHIP07017,CUST4819,Fashion,F,Ship,Hyderabad-Pune,7,1,2110.13,8,17.0,1322,5,10,0,2023-02-07
SHIP07018,CUST2498,Home & Garden,D,Ship,Hyderabad-Pune,2,3,708.59,3,63.5,2911,3,8,0,2023-06-13
SHIP07019,CUST3273,Books,A,Road,Delhi-Mumbai,2,2,3303.48,3,51.7,3538,7,12,0,2023-10-19
SHIP07020,CUST6483,Books,A,Road,Bangalore-Chennai,6,2,4138.11,3,8.2,4147,5,5,1,2023-10-05
SHIP07021,CUST5672,Books,F,Flight,Kolkata-Delhi,6,3,3991.43,5,23.4,5859,8,7,1,2023-12-30
SHIP07022,CUST7533,Home & Garden,C,Flight,Delhi-Bangalore,1,3,2442.29,3,19.5,5845,3,3,1,2023-04-10
SHIP07023,CUST5820,Books,B,Ship,Kolkata-Delhi,2,2,855.53,6,3.6,2969,10,11,0,2023-08-03
SHIP07024,CUST7940,Electronics,A,Ship,Delhi-Mumbai,7,4,3623.09,4,49.5,4881,5,4,1,2023-11-28
SHIP07025,CUST1421,Sporting Goods,C,Ship,Delhi-Bangalore,7,4,4688.5,4,64.9,6321,9,14,0,2023-06-29
SHIP07026,CUST1717,Sporting Goods,D,Road,Delhi-Bangalore,4,4,3076.58,1,60.7,6629,10,11,0,2023-10-29
SHIP07027,CUST5704,Fashion,A,Road,Bangalore-Chennai,6,4,1338.15,3,64.5,3585,4,8,0,2023-08-03
SHIP07028,CUST8783,Cosmetics,F,Flight,Delhi-Bangalore,3,1,316.53,8,5.8,3781,4,8,0,2023-08-24
SHIP07029,CUST2256,Electronics,F,Flight,Kolkata-Delhi,3,4,4308.67,7,22.2,2775,10,13,0,2023-08-16
SHIP07030,CUST8657,Sporting Goods,D,Ship,Kolkata-Delhi,6,4,4299.15,5,22.8,3761,4,6,0,2023-03-17
SHIP07031,CUST3477,Sporting Goods,F,Ship,Kolkata-Delhi,2,3,2323.6,3,51.5,4363,7,6,1,2023-05-07
SHIP07032,CUST1129,Fashion,F,Road,Mumbai-Chennai,4,1,3496.01,5,20.6,4040,9,12,0,2023-12-14
SHIP07033,CUST8972,Home & Garden,C,Road,Mumbai-Chennai,5,2,4937.56,8,9.9,3857,4,9,0,2023-02-27
SHIP07034,CUST6915,Books,D,Flight,Kolkata-Delhi,2,5,1838.92,6,28.6,2757,10,9,1,2023-10-31
SHIP07035,CUST6267,Home & Garden,C,Ship,Bangalore-Chennai,4,3,4828.86,3,31.0,4967,3,6,0,2023-06-17
SHIP07036,CUST9276,Cosmetics,D,Road,Hyderabad-Pune,7,2,2616.19,4,54.6,1804,3,7,0,2023-10-13
SHIP07037,CUST2978,Books,C,Flight,Bangalore-Chennai,7,4,3750.85,2,58.0,5834,9,12,0,2023-09-06
SHIP07038,CUST7521,Fashion,B,Flight,Bangalore-Chennai,6,1,4035.5,8,27.4,6851,7,10,0,2023-01-16
SHIP07039,CUST8672,Cosmetics,F,Road,Delhi-Mumbai,5,2,3583.31,6,52.0,4130,9,14,0,2023-05-13
SHIP07040,CUST8484,Fashion,A,Road,Bangalore-Chennai,1,2,1212.42,1,40.1,5949,9,8,1,2023-08-23
SHIP07041,CUST1359,Electronics,C,Flight,Delhi-Mumbai,1,4,763.61,4,55.1,3525,3,3,1,2023-01-26
SHIP07042,CUST1519,Fashion,D,Ship,Delhi-Bangalore,3,4,889.91,2,52.9,2838,3,8,0,2023-01-14
SHIP07043,CUST7835,Books,A,Flight,Bangalore-Chennai,5,1,2851.27,3,60.4,1237,3,4,0,2023-07-24
SHIP07044,CUST3830,Books,F,Flight,Kolkata-Delhi,2,5,4520.96,5,22.2,3074,9,11,0,2023-10-18
SHIP07045,CUST1022,Books,F,Ship,Kolkata-Delhi,7,3,4912.34,7,45.7,1959,5,5,1,2023-07-20
SHIP07046,CUST9279,Electronics,C,Flight,Hyderabad-Pune,6,3,2945.09,0,23.1,4053,4,7,0,2023-01-03
SHIP07047,CUST9310,Fashion,C,Road,Bangalore-Chennai,1,2,3861.04,0,49.1,6405,7,10,0,2023-09-25
SHIP07048,CUST6358,Sporting Goods,A,Road,Delhi-Mumbai,3,1,2206.03,5,2.4,4303,5,7,0,2023-03-25
SHIP07049,CUST2765,Fashion,B,Road,Mumbai-Chennai,1,3,1936.51,7,17.2,2077,8,10,0,2023-04-08
SHIP07050,CUST8670,Electronics,F,Ship,Delhi-Bangalore,2,2,4251.43,6,36.4,5523,9,11,0,2023-09-01
SHIP07051,CUST9965,Books,F,Flight,Delhi-Mumbai,4,5,1615.3,2,58.9,3810,10,13,0,2023-02-01
SHIP07052,CUST9098,Cosmetics,C,Road,Delhi-Mumbai,5,4,1227.4,2,32.3,6857,5,8,0,2023-02-15
SHIP07053,CUST5127,Books,B,Ship,Delhi-Mumbai,2,3,3198.61,8,64.6,4168,9,12,0,2023-11-23
SHIP07054,CUST5022,Cosmetics,D,Road,Hyderabad-Pune,5,3,2518.81,4,7.6,5230,3,7,0,2023-05-09
SHIP07055,CUST7943,Home & Garden,B,Ship,Delhi-Mumbai,7,4,4381.09,4,11.5,2001,8,8,1,2023-06-17
SHIP07056,CUST7521,Books,A,Ship,Bangalore-Chennai,6,5,4201.04,5,44.6,5268,9,9,1,2023-06-06
SHIP07057,CUST9799,Cosmetics,B,Road,Delhi-Mumbai,2,3,273.37,7,46.4,6510,9,8,1,2023-08-17
SHIP07058,CUST3286,Books,C,Road,Delhi-Bangalore,4,3,528.24,0,25.6,1538,5,10,0,2023-07-17
SHIP07059,CUST4477,Home & Garden,A,Road,Bangalore-Chennai,3,4,1186.95,0,40.2,3396,7,6,1,2023-12-03
SHIP07060,CUST3174,Home & Garden,F,Ship,Mumbai-Chennai,5,2,4508.79,1,5.3,3535,9,14,0,2023-07-06
SHIP07061,CUST6074,Home & Garden,B,Ship,Mumbai-Chennai,6,5,3625.97,5,26.5,2247,8,7,1,2023-07-25
SHIP07062,CUST4693,Sporting Goods,C,Road,Hyderabad-Pune,4,3,2159.17,4,33.9,1105,7,6,1,2023-02-22
SHIP07063,CUST3526,Sporting Goods,B,Flight,Hyderabad-Pune,4,3,3216.47,3,9.2,4377,8,12,0,2023-03-12
SHIP07064,CUST9308,Books,B,Flight,Hyderabad-Pune,5,3,3259.61,1,6.3,3260,5,9,0,2023-11-16
SHIP07065,CUST5468,Electronics,A,Road,Delhi-Mumbai,4,4,3027.45,7,45.3,1783,3,5,0,2023-09-25
SHIP07066,CUST2768,Electronics,A,Flight,Bangalore-Chennai,6,2,4161.7,2,56.6,1384,4,4,1,2023-01-18
SHIP07067,CUST5600,Electronics,F,Road,Hyderabad-Pune,6,1,3293.88,3,37.8,6368,8,9,0,2023-07-20
SHIP07068,CUST8840,Books,A,Flight,Hyderabad-Pune,2,2,562.05,5,26.8,6376,10,9,1,2023-11-11
SHIP07069,CUST8873,Books,C,Ship,Mumbai-Chennai,7,3,2473.58,0,28.6,5429,5,4,1,2023-11-02
SHIP07070,CUST5745,Home & Garden,D,Ship,Bangalore-Chennai,3,1,4571.98,1,55.7,1166,6,7,0,2023-11-15
SHIP07071,CUST6250,Electronics,F,Road,Delhi-Mumbai,4,1,610.98,4,13.7,4009,9,13,0,2023-07-05
SHIP07072,CUST7561,Fashion,C,Flight,Delhi-Mumbai,3,1,4239.5,6,52.0,6685,7,9,0,2023-02-13
SHIP07073,CUST1543,Fashion,D,Ship,Delhi-Mumbai,2,4,3275.84,8,11.8,1044,5,9,0,2023-06-07
SHIP07074,CUST1741,Fashion,C,Ship,Delhi-Bangalore,6,4,1257.39,5,50.0,5496,4,6,0,2023-08-07
SHIP07075,CUST6586,Fashion,F,Road,Delhi-Mumbai,1,1,4113.23,2,51.6,1548,10,13,0,2023-07-11
SHIP07076,CUST8875,Electronics,F,Ship,Delhi-Bangalore,2,5,2342.94,2,54.8,1055,9,12,0,2023-08-09
SHIP07077,CUST1538,Electronics,A,Flight,Delhi-Mumbai,3,4,2065.31,0,0.8,6330,6,10,0,2023-06-01
SHIP07078,CUST7157,Electronics,B,Ship,Kolkata-Delhi,1,2,1342.17,3,14.5,4683,4,6,0,2023-01-25
SHIP07079,CUST6670,Cosmetics,F,Road,Hyderabad-Pune,4,5,908.97,3,62.2,3082,7,12,0,2023-10-19
SHIP07080,CUST3282,Home & Garden,D,Ship,Mumbai-Chennai,5,5,2953.76,8,36.7,5318,10,9,1,2023-08-16
SHIP07081,CUST6519,Books,C,Ship,Kolkata-Delhi,4,2,2600.54,3,25.3,5280,9,9,1,2023-01-31
SHIP07082,CUST4115,Fashion,F,Ship,Hyderabad-Pune,5,5,4934.24,6,9.0,6337,6,7,0,2023-03-29
SHIP07083,CUST1504,Fashion,F,Flight,Mumbai-Chennai,5,5,3844.42,2,35.0,2526,10,14,0,2023-09-03
SHIP07084,CUST4128,Electronics,F,Flight,Hyderabad-Pune,5,1,774.27,0,28.3,3868,6,11,0,2023-02-23
SHIP07085,CUST4236,Home & Garden,A,Flight,Mumbai-Chennai,5,4,3508.83,6,35.2,6153,8,13,0,2023-04-09
SHIP07086,CUST5668,Cosmetics,A,Flight,Delhi-Bangalore,6,5,1923.92,6,7.5,5010,9,11,0,2023-02-23
SHIP07087,CUST6177,Fashion,F,Flight,Kolkata-Delhi,4,2,3221.93,1,14.7,6856,5,6,0,2023-01-03
SHIP07088,CUST5646,Fashion,C,Road,Mumbai-Chennai,4,3,2709.01,6,32.1,6300,6,8,0,2023-02-20
SHIP07089,CUST7105,Books,D,Ship,Bangalore-Chennai,1,2,1122.89,1,24.8,3485,4,5,0,2023-04-07
SHIP07090,CUST1829,Books,D,Ship,Hyderabad-Pune,3,1,474.42,4,9.1,3589,9,9,1,2023-10-26
SHIP07091,CUST7626,Fashion,C,Flight,Delhi-Mumbai,7,3,2540.04,0,5.3,3034,8,12,0,2023-03-29
SHIP07092,CUST5232,Sporting Goods,B,Road,Bangalore-Chennai,6,3,3537.8,5,30.1,4045,9,9,1,2023-03-29
SHIP07093,CUST2305,Home & Garden,F,Road,Delhi-Bangalore,3,1,1380.65,1,64.6,1868,9,14,0,2023-07-30
SHIP07094,CUST3995,Cosmetics,A,Flight,Kolkata-Delhi,1,1,2767.64,6,15.6,6961,10,9,1,2023-04-21
SHIP07095,CUST1816,Cosmetics,D,Road,Delhi-Mumbai,2,1,986.15,2,56.2,5557,3,5,0,2023-10-16
SHIP07096,CUST7209,Sporting Goods,B,Flight,Delhi-Mumbai,6,4,489.71,3,18.4,4500,10,11,0,2023-08-02
SHIP07097,CUST3232,Cosmetics,B,Ship,Hyderabad-Pune,7,2,285.54,0,63.7,6358,4,3,1,2023-10-22
SHIP07098,CUST3318,Fashion,F,Ship,Delhi-Mumbai,1,5,4023.79,6,14.5,5348,8,11,0,2023-11-28
SHIP07099,CUST6880,Home & Garden,F,Road,Bangalore-Chennai,4,1,4474.88,8,44.5,6185,4,7,0,2023-08-02
SHIP07100,CUST1691,Books,F,Road,Hyderabad-Pune,5,2,408.77,0,13.1,6140,4,5,0,2023-10-19
SHIP07101,CUST3857,Books,D,Ship,Bangalore-Chennai,4,2,3314.78,6,22.0,4861,3,6,0,2023-12-27
SHIP07102,CUST7275,Home & Garden,C,Ship,Delhi-Mumbai,5,3,2814.95,2,10.6,6343,8,10,0,2023-10-28
SHIP07103,CUST5964,Home & Garden,D,Flight,Bangalore-Chennai,4,4,264.71,6,50.3,6493,8,7,1,2023-11-26
SHIP07104,CUST2180,Cosmetics,C,Road,Mumbai-Chennai,5,1,4446.95,4,7.4,5312,8,11,0,2023-06-05
SHIP07105,CUST3971,Home & Garden,D,Ship,Bangalore-Chennai,6,3,3064.32,8,61.7,3771,9,8,1,2023-06-27
SHIP07106,CUST9501,Fashion,F,Road,Delhi-Bangalore,3,3,4095.32,0,0.5,1536,3,3,1,2023-01-21
SHIP07107,CUST3560,Fashion,A,Road,Mumbai-Chennai,2,2,1133.02,0,30.6,5111,8,13,0,2023-05-12
SHIP07108,CUST6756,Fashion,C,Road,Bangalore-Chennai,1,1,370.63,7,42.2,5663,10,11,0,2023-12-28
SHIP07109,CUST7103,Cosmetics,B,Road,Bangalore-Chennai,3,5,2341.38,2,35.2,1485,3,3,1,2023-11-26
SHIP07110,CUST8267,Home & Garden,D,Flight,Hyderabad-Pune,2,2,1847.79,6,20.2,5856,7,9,0,2023-07-29
SHIP07111,CUST9090,Books,A,Ship,Bangalore-Chennai,5,5,2377.83,2,52.7,5972,10,11,0,2023-04-05
SHIP07112,CUST9447,Electronics,D,Flight,Kolkata-Delhi,3,3,820.84,8,36.5,3953,8,11,0,2023-08-22
SHIP07113,CUST5642,Cosmetics,F,Flight,Bangalore-Chennai,4,2,220.6,0,59.7,1062,6,5,1,2023-05-07
SHIP07114,CUST4462,Cosmetics,C,Road,Kolkata-Delhi,4,2,2542.43,2,26.9,5031,3,6,0,2023-07-09
SHIP07115,CUST9437,Sporting Goods,C,Flight,Delhi-Mumbai,3,2,1902.64,3,27.3,2389,9,8,1,2023-03-12
SHIP07116,CUST9383,Cosmetics,D,Flight,Kolkata-Delhi,5,4,1075.36,5,38.6,3215,9,12,0,2023-01-12
SHIP07117,CUST5429,Fashion,F,Road,Mumbai-Chennai,2,3,2409.4,6,10.1,1393,7,9,0,2023-05-04
SHIP07118,CUST3523,Cosmetics,B,Flight,Bangalore-Chennai,5,4,1684.94,2,34.5,5174,9,11,0,2023-06-24
SHIP07119,CUST2307,Cosmetics,D,Road,Kolkata-Delhi,4,4,3184.21,1,20.8,6502,3,8,0,2023-01-27
SHIP07120,CUST8184,Books,C,Road,Delhi-Bangalore,3,4,4620.34,7,30.4,4137,6,5,1,2023-11-21
SHIP07121,CUST1799,Electronics,A,Ship,Kolkata-Delhi,2,1,1271.7,2,49.7,3718,9,14,0,2023-10-15
SHIP07122,CUST6121,Sporting Goods,C,Flight,Hyderabad-Pune,5,2,4403.54,2,16.0,6154,4,4,1,2023-06-15
SHIP07123,CUST2385,Electronics,F,Road,Delhi-Mumbai,4,3,1131.01,6,40.6,4598,3,3,1,2023-12-20
SHIP07124,CUST5667,Home & Garden,D,Road,Kolkata-Delhi,3,5,895.87,0,56.7,1316,10,14,0,2023-10-23
SHIP07125,CUST3858,Cosmetics,B,Flight,Hyderabad-Pune,7,2,619.17,1,44.8,6898,6,5,1,2023-10-14
SHIP07126,CUST2358,Electronics,F,Flight,Kolkata-Delhi,7,5,3819.6,4,29.1,3027,10,14,0,2023-08-26
SHIP07127,CUST4229,Sporting Goods,B,Flight,Hyderabad-Pune,1,4,2669.12,5,43.7,4866,3,3,1,2023-10-12
SHIP07128,CUST4206,Electronics,A,Flight,Mumbai-Chennai,1,2,2973.14,7,52.4,6528,9,12,0,2023-01-01
SHIP07129,CUST8513,Electronics,D,Ship,Delhi-Bangalore,4,1,601.74,1,6.3,6780,4,8,0,2023-08-01
SHIP07130,CUST6697,Fashion,D,Road,Mumbai-Chennai,3,1,802.39,1,0.2,6397,10,10,1,2023-06-29
SHIP07131,CUST9773,Fashion,C,Road,Bangalore-Chennai,5,4,4831.35,7,35.5,5981,6,10,0,2023-09-14
SHIP07132,CUST7337,Cosmetics,F,Flight,Bangalore-Chennai,6,5,207.51,6,35.6,4814,7,6,1,2023-06-27
SHIP07133,CUST7581,Cosmetics,B,Ship,Delhi-Bangalore,3,4,4317.83,1,45.0,5190,9,9,1,2023-06-23
SHIP07134,CUST2385,Electronics,B,Ship,Delhi-Bangalore,4,5,2227.15,1,60.6,5445,4,6,0,2023-09-02
SHIP07135,CUST8713,Electronics,D,Road,Hyderabad-Pune,2,5,2698.59,8,16.3,4985,7,9,0,2023-05-19
SHIP07136,CUST3640,Home & Garden,D,Road,Hyderabad-Pune,4,1,3184.56,8,22.8,3871,9,14,0,2023-05-07
SHIP07137,CUST2393,Fashion,D,Road,Bangalore-Chennai,4,2,489.53,2,51.7,5389,4,9,0,2023-04-25
SHIP07138,CUST1013,Home & Garden,B,Flight,Bangalore-Chennai,1,2,3008.74,1,46.2,6693,4,5,0,2023-11-08
SHIP07139,CUST4470,Sporting Goods,C,Flight,Delhi-Mumbai,6,2,4017.71,5,45.3,5617,4,8,0,2023-07-18
SHIP07140,CUST9222,Sporting Goods,F,Ship,Bangalore-Chennai,4,5,4919.91,1,51.0,6750,4,4,1,2023-01-03
SHIP07141,CUST9367,Cosmetics,B,Flight,Hyderabad-Pune,6,2,1516.68,0,54.9,6151,8,11,0,2023-12-07
SHIP07142,CUST2071,Cosmetics,D,Ship,Delhi-Bangalore,2,5,2668.99,1,61.9,6793,9,11,0,2023-06-01
SHIP07143,CUST9702,Sporting Goods,D,Road,Hyderabad-Pune,5,4,3934.03,4,12.8,5034,10,13,0,2023-07-19
SHIP07144,CUST4468,Cosmetics,D,Flight,Delhi-Bangalore,2,3,3999.77,6,15.7,4824,5,6,0,2023-12-22
SHIP07145,CUST9378,Books,F,Flight,Delhi-Bangalore,2,3,3718.84,1,50.8,6206,4,3,1,2023-12-06
SHIP07146,CUST3305,Home & Garden,D,Ship,Hyderabad-Pune,3,2,1817.38,3,2.9,4728,3,6,0,2023-06-20
SHIP07147,CUST2954,Sporting Goods,D,Ship,Kolkata-Delhi,6,2,1531.24,7,53.2,5202,10,15,0,2023-03-08
SHIP07148,CUST8725,Home & Garden,A,Ship,Mumbai-Chennai,2,1,4069.25,2,12.3,3130,7,10,0,2023-04-29
SHIP07149,CUST3749,Books,F,Flight,Hyderabad-Pune,7,2,2270.06,0,58.3,2078,9,13,0,2023-11-03
SHIP07150,CUST1978,Electronics,A,Ship,Hyderabad-Pune,2,2,1181.1,1,10.2,4679,7,9,0,2023-03-03
SHIP07151,CUST5178,Home & Garden,B,Flight,Bangalore-Chennai,4,5,2121.98,6,44.5,6364,10,14,0,2023-05-10
SHIP07152,CUST3884,Fashion,D,Flight,Kolkata-Delhi,2,4,2605.24,3,5.8,1303,7,7,1,2023-09-18
SHIP07153,CUST2681,Fashion,B,Road,Kolkata-Delhi,5,4,2815.63,4,57.0,2836,9,11,0,2023-09-05
SHIP07154,CUST8018,Books,C,Road,Mumbai-Chennai,6,3,3537.66,8,9.8,3005,6,9,0,2023-04-09
SHIP07155,CUST2617,Cosmetics,D,Ship,Mumbai-Chennai,5,5,4525.45,1,1.8,2333,8,9,0,2023-10-09
SHIP07156,CUST3428,Sporting Goods,B,Flight,Bangalore-Chennai,3,5,395.09,4,30.5,1882,9,12,0,2023-11-24
SHIP07157,CUST7162,Fashion,B,Road,Mumbai-Chennai,2,3,4346.25,8,33.4,6306,8,13,0,2023-06-26
SHIP07158,CUST5730,Electronics,B,Ship,Hyderabad-Pune,1,3,208.46,4,40.2,1386,5,4,1,2023-03-14
SHIP07159,CUST4724,Fashion,A,Road,Delhi-Bangalore,6,3,4985.44,6,50.5,6759,10,10,1,2023-02-14
SHIP07160,CUST4938,Books,C,Road,Hyderabad-Pune,2,4,4958.84,4,24.2,6743,3,6,0,2023-07-16
SHIP07161,CUST2312,Books,D,Ship,Kolkata-Delhi,5,3,1138.13,8,46.2,4812,8,10,0,2023-01-02
SHIP07162,CUST9155,Fashion,D,Flight,Delhi-Mumbai,3,5,780.02,6,18.3,1036,7,11,0,2023-06-22
SHIP07163,CUST1274,Electronics,B,Road,Delhi-Mumbai,1,2,3667.51,1,1.8,5652,4,7,0,2023-02-11
SHIP07164,CUST7171,Cosmetics,F,Ship,Delhi-Bangalore,1,3,566.36,3,12.0,5329,9,13,0,2023-05-05
SHIP07165,CUST6818,Fashion,F,Flight,Mumbai-Chennai,2,1,4594.74,2,50.8,5096,5,4,1,2023-04-01
SHIP07166,CUST6492,Fashion,F,Road,Delhi-Bangalore,2,5,2701.73,8,47.8,3611,4,9,0,2023-04-21
SHIP07167,CUST8827,Sporting Goods,D,Road,Delhi-Bangalore,6,1,881.19,3,54.2,3900,10,13,0,2023-08-04
SHIP07168,CUST1897,Electronics,A,Flight,Bangalore-Chennai,4,5,1091.9,2,46.2,1776,9,8,1,2023-01-30
SHIP07169,CUST7864,Home & Garden,B,Road,Bangalore-Chennai,7,2,3728.67,5,31.4,6894,8,7,1,2023-08-22
SHIP07170,CUST7864,Home & Garden,A,Road,Delhi-Bangalore,5,5,4408.94,0,26.3,6696,4,7,0,2023-02-22
SHIP07171,CUST3187,Cosmetics,A,Ship,Bangalore-Chennai,2,4,1452.58,1,9.4,5871,8,7,1,2023-06-29
SHIP07172,CUST7842,Home & Garden,B,Flight,Hyderabad-Pune,6,3,1572.29,7,26.8,1694,9,13,0,2023-08-28
SHIP07173,CUST5904,Cosmetics,F,Ship,Delhi-Bangalore,1,2,3460.79,5,35.4,1205,5,10,0,2023-03-12
SHIP07174,CUST3088,Sporting Goods,B,Flight,Delhi-Mumbai,4,3,3903.84,3,42.0,4244,10,12,0,2023-02-19
SHIP07175,CUST2372,Electronics,B,Ship,Kolkata-Delhi,5,2,2563.22,1,17.2,5280,4,4,1,2023-12-25
SHIP07176,CUST9401,Fashion,C,Road,Hyderabad-Pune,4,3,2327.53,4,8.0,2042,3,3,1,2023-03-26
SHIP07177,CUST5036,Sporting Goods,C,Ship,Bangalore-Chennai,5,5,1249.57,5,48.5,6454,7,6,1,2023-05-24
SHIP07178,CUST9890,Books,B,Flight,Bangalore-Chennai,1,2,1350.17,5,10.7,4021,4,3,1,2023-06-30
SHIP07179,CUST5638,Cosmetics,B,Road,Delhi-Bangalore,2,1,467.07,4,31.3,1553,5,5,1,2023-05-29
SHIP07180,CUST4897,Sporting Goods,D,Ship,Bangalore-Chennai,1,5,3294.26,1,45.1,6688,4,6,0,2023-03-17
SHIP07181,CUST8119,Fashion,B,Flight,Hyderabad-Pune,3,3,2188.42,1,11.1,6338,3,5,0,2023-11-20
SHIP07182,CUST9156,Home & Garden,B,Ship,Delhi-Bangalore,1,2,4931.56,6,26.2,2394,3,2,1,2023-08-12
SHIP07183,CUST7095,Sporting Goods,F,Flight,Hyderabad-Pune,2,2,2648.56,6,19.3,4373,9,11,0,2023-04-30
SHIP07184,CUST7368,Cosmetics,B,Ship,Mumbai-Chennai,5,4,2578.5,3,50.5,2350,7,6,1,2023-03-06
SHIP07185,CUST2047,Cosmetics,D,Flight,Delhi-Bangalore,4,3,3778.59,3,13.7,6757,5,5,1,2023-04-23
SHIP07186,CUST2422,Cosmetics,C,Road,Mumbai-Chennai,4,5,1665.74,7,42.2,1385,7,9,0,2023-10-09
SHIP07187,CUST7191,Cosmetics,A,Road,Kolkata-Delhi,6,5,3668.68,0,31.4,4185,9,11,0,2023-09-17
SHIP07188,CUST7423,Books,B,Ship,Delhi-Bangalore,5,5,1418.97,0,43.1,1589,9,9,1,2023-10-02
SHIP07189,CUST9779,Electronics,C,Road,Mumbai-Chennai,4,4,359.63,5,27.7,2480,10,13,0,2023-06-28
SHIP07190,CUST1409,Fashion,C,Flight,Mumbai-Chennai,4,5,523.47,4,57.9,2582,6,10,0,2023-10-09
SHIP07191,CUST6657,Electronics,C,Road,Kolkata-Delhi,4,3,2329.11,0,42.4,2669,5,9,0,2023-11-09
SHIP07192,CUST2762,Sporting Goods,A,Flight,Delhi-Bangalore,3,3,3222.98,6,8.2,3490,10,11,0,2023-07-25
SHIP07193,CUST9165,Home & Garden,F,Flight,Mumbai-Chennai,5,5,3140.26,8,15.0,4154,4,6,0,2024-01-01
SHIP07194,CUST9305,Fashion,A,Road,Delhi-Bangalore,7,1,4218.4,8,53.8,3443,3,8,0,2023-05-16
SHIP07195,CUST2715,Sporting Goods,D,Road,Hyderabad-Pune,4,2,1341.73,4,1.5,6781,8,7,1,2023-08-05
